"Id","MSSubClass","MSZoning.RL","MSZoning.RM","LotFrontage","LotArea","LotShape.IR1","LotShape.Reg","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.Inside","Neighborhood.CollgCr","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.NAmes","Neighborhood.NridgHt","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.Somerst","Condition1.Feedr","Condition1.Norm","BldgType.1Fam","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1Story","HouseStyle.2Story","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle.Gable","RoofStyle.Hip","Exterior1st.HdBoard","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.VinylSd","Exterior1st.Wd.Sdng","Exterior2nd.HdBoard","Exterior2nd.MetalSd","Exterior2nd.Plywood","Exterior2nd.VinylSd","Exterior2nd.Wd.Sdng","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","MasVnrArea","ExterQual.Gd","ExterQual.TA","ExterCond.Gd","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","BsmtQual.Ex","BsmtQual.Gd","BsmtQual.TA","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinSF1","BsmtFinType2.Unf","BsmtUnfSF","TotalBsmtSF","HeatingQC.Ex","HeatingQC.Gd","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.SBrkr","X2ndFlrSF","GrLivArea","BsmtFullBath.0","BsmtFullBath.1","FullBath","HalfBath","BedroomAbvGr","KitchenQual.Ex","KitchenQual.Gd","KitchenQual.TA","TotRmsAbvGrd","Functional.Typ","Fireplaces","FireplaceQu.Gd","FireplaceQu.NONE","FireplaceQu.TA","GarageType.Attchd","GarageType.BuiltIn","GarageType.Detchd","GarageType.NONE","GarageFinish.Fin","GarageFinish.NONE","GarageFinish.RFn","GarageFinish.Unf","GarageCars","GarageQual.NONE","GarageQual.TA","GarageCond.NONE","GarageCond.TA","PavedDrive.N","PavedDrive.Y","WoodDeckSF","MoSold","YrSold","SaleType.New","SaleType.WD","SaleCondition.Abnorml","SaleCondition.Normal","SaleCondition.Partial"
2719,190,1,0,79,13110,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,1972,1972,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,144,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,962,1,191,1153,1,0,0,0,1,0,1,0,1193,0,1,2,0,2,0,0,1,6,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,140,7,2006,0,1,0,1,0
2720,20,1,0,78,10140,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,6,1967,1967,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,264,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,553,0,713,1334,0,1,0,0,1,0,1,0,1334,0,1,2,0,3,0,0,1,7,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,4,2006,0,1,0,1,0
2721,20,1,0,80,9600,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,5,5,1968,1968,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,758,1,293,1051,0,1,0,0,1,0,1,0,1051,0,1,1,0,3,0,0,1,6,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,7,2006,0,1,0,1,0
2722,60,1,0,72,8640,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,5,5,1968,1968,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,300,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,361,0,56,900,1,0,0,0,1,0,1,886,1770,0,1,1,1,4,0,0,1,7,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,6,2006,0,1,0,1,0
2723,20,1,0,78,9360,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,6,7,1968,2004,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,203,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,760,1,216,976,0,0,1,0,1,0,1,0,976,0,1,1,0,2,0,1,0,4,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,94,8,2006,0,1,1,0,0
2724,85,1,0,70,8400,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5,6,1968,1968,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,744,1,89,833,0,1,0,0,1,0,1,0,898,0,1,1,0,3,0,0,1,6,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,143,8,2006,0,1,0,1,0
2725,20,1,0,4002.31099052548,9759,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,5,1966,1966,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,799,1,252,1051,0,0,1,0,1,0,1,0,1051,0,1,1,0,3,0,0,1,6,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,182,3,2006,0,1,0,1,0
2726,80,1,0,80,9600,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,7,1967,1967,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,140,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,602,0,137,1141,0,1,0,0,1,0,1,0,1141,0,1,1,0,3,0,0,1,6,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,7,2006,0,1,0,1,0
2727,190,1,0,80,8800,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,7,1965,2000,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,901,0,34,1187,1,0,0,0,1,0,1,0,1565,0,1,2,0,3,0,1,0,7,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,200,6,2006,0,1,1,0,0
2728,20,1,0,4339.24097696143,10368,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,6,6,1964,1964,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,112,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,260,0,0,1008,1,0,0,0,1,0,1,0,1488,0,1,1,1,3,0,0,1,7,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,154,4,2006,0,1,0,1,0
2729,60,1,0,85,9350,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5,6,1964,1964,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,360,1,360,720,0,1,0,0,1,0,1,720,1440,1,0,1,1,4,0,0,1,7,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,7,2006,0,1,0,1,0
2730,20,1,0,80,10800,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,7,1960,1960,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,88,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,632,1,616,1248,1,0,0,0,1,0,1,0,1248,0,1,1,0,3,0,0,1,6,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,5,2006,0,1,0,1,0
2731,30,1,0,60,8550,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,6,8,1934,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,574,1,242,816,1,0,0,0,1,0,1,0,816,0,1,1,0,2,0,0,1,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,228,7,2006,0,1,0,1,0
2732,20,1,0,68,9724,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,7,1947,1950,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,938,938,1,0,0,0,1,0,1,0,1043,1,0,1,0,2,0,0,1,5,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,125,5,2006,0,1,0,1,0
2733,20,1,0,80,9600,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,6,1961,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,915,1,336,1251,0,0,1,0,1,0,1,0,1433,0,1,1,0,3,0,0,1,7,0,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,144,6,2006,0,1,0,1,0
2734,20,1,0,89,10858,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,5,6,1952,1952,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,150,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,40,1,1404,1444,1,0,0,0,1,0,1,0,1624,0,1,1,0,2,0,0,1,6,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,7,2006,0,1,0,0,1
2735,20,1,0,80,9600,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,5,1951,1951,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,144,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,996,1,60,1056,1,0,0,0,1,1,0,0,1216,0,1,1,0,3,0,0,1,7,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,5,2006,0,1,0,1,0
2736,60,1,0,79,9462,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5,6,1949,1973,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,704,704,0,1,0,0,1,1,0,704,1728,1,0,1,1,3,0,0,1,7,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,245,7,2006,0,1,0,1,0
2737,20,1,0,82,9888,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,6,1954,1975,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,486,1,450,936,0,0,1,0,1,1,0,0,936,1,0,1,0,2,0,0,1,5,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,3,2006,0,1,0,1,0
2738,90,1,0,3805.82649881166,8917,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,5,1967,1967,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1584,1584,0,0,1,0,1,0,1,0,1584,1,0,2,0,4,0,0,1,8,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,10,2006,0,1,0,1,0
2739,80,1,0,5206.15189129631,12700,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,5,1964,1964,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,939,1,307,1246,0,0,1,0,1,0,1,0,1246,0,1,1,0,3,0,0,1,6,1,2,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,11,2006,0,1,0,1,0
2740,20,1,0,109,9723,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,6,7,1963,1963,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,332,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1008,1008,0,0,1,0,1,0,1,0,1008,1,0,1,0,2,0,0,1,5,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,10,2006,0,1,0,1,0
2741,20,1,0,70,8400,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,5,5,1957,1957,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,623,1,556,1179,0,1,0,0,1,0,1,0,1364,1,0,1,1,3,0,0,1,6,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,3,2006,0,1,0,1,0
2742,20,1,0,4031.01817290276,9610,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,6,6,1958,1958,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,632,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,203,1,918,1121,1,0,0,0,1,1,0,0,1336,1,0,1,1,3,0,0,1,7,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,80,12,2006,0,1,0,1,0
2743,80,1,0,125,10000,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,6,1956,1956,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,272,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,678,0,99,1058,1,0,0,0,1,0,1,0,1370,0,1,1,0,3,0,0,1,6,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,191,2,2006,0,1,0,1,0
2744,20,1,0,72,10152,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,6,6,1956,1994,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,914,1,210,1124,1,0,0,0,1,0,1,0,1124,0,1,1,0,3,0,0,1,6,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,5,2006,0,1,0,1,0
2745,20,1,0,70,8092,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,6,8,1954,2000,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,176,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,824,1,226,1050,1,0,0,0,1,0,1,0,1050,0,1,1,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,6,2006,0,1,1,0,0
2746,20,1,0,66,12778,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,6,1952,2003,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,658,1,350,1008,1,0,0,0,1,1,0,0,1008,0,1,1,0,2,0,0,1,4,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,2006,0,1,0,1,0
2747,20,1,0,75,10170,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,6,6,1951,1951,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,522,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,216,216,0,0,1,0,1,0,1,0,1575,1,0,1,1,2,0,1,0,5,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,6,2006,0,1,0,1,0
2748,80,1,0,55,7700,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,7,1956,1956,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,271,1,30,301,1,0,0,0,1,1,0,0,1145,1,0,1,0,3,0,0,1,6,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,9,2006,0,1,0,1,0
2749,20,1,0,65,11050,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,5,1956,1956,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,488,1,517,1005,1,0,0,0,1,0,1,0,1005,1,0,1,0,2,0,0,1,6,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,7,2006,0,1,0,1,0
2750,20,1,0,80,13600,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,6,1955,1955,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,144,0,0,1056,0,1,0,0,1,0,1,0,1056,0,1,1,1,3,0,0,1,6,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,11,2006,0,1,0,1,0
2751,20,1,0,85,15428,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,6,1951,1991,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,741,1,143,884,1,0,0,0,1,0,1,0,884,0,1,1,0,2,0,0,1,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,6,2006,0,1,0,1,0
2752,30,1,0,118,21299,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,7,5,1941,1963,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,929,929,1,0,0,0,1,0,1,0,2039,0,1,1,1,3,0,0,1,7,0,3,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,1,0,12,2006,0,0,1,0,0
2753,20,1,0,70,13300,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,5,1956,2001,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,494,1,521,1015,0,1,0,0,1,0,1,0,1384,0,1,1,0,2,0,0,1,6,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,75,6,2006,0,1,0,1,0
2754,190,1,0,94,22136,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,5,1925,1975,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1018,1,1153,2171,0,0,1,0,1,0,1,1248,2640,0,0,2,1,5,0,0,1,10,0,1,1,0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,1,0,631,7,2006,0,1,0,1,0
2755,50,1,0,50,7500,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,6,6,1947,1950,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,784,784,1,0,0,0,1,1,0,412,1312,1,0,1,1,3,0,0,1,6,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,10,2006,0,1,0,1,0
2756,30,1,0,60,10410,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,3,8,1930,2001,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,713,713,1,0,0,0,1,0,1,0,713,1,0,1,0,2,0,1,0,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,10,2006,0,1,0,1,0
2757,30,1,0,60,10914,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,3,1929,1950,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,715,715,0,0,0,1,0,0,0,0,715,1,0,1,0,2,0,0,1,4,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,8,2006,0,1,0,1,0
2758,50,1,0,60,7008,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4,8,1900,1998,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,448,448,1,0,0,0,1,0,1,272,720,1,0,1,0,1,0,0,0,5,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,3,2006,0,1,0,1,0
2759,70,1,0,60,7200,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,6,8,1915,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,338,1,325,663,1,0,0,0,1,0,1,821,1595,1,0,2,0,3,0,0,1,7,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,49,4,2006,0,1,0,1,0
2760,50,1,0,60,10818,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4,4,1910,1950,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1077,1077,0,0,1,0,1,1,0,779,1760,1,0,1,1,4,0,0,1,7,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,1,0,1,120,2,2006,0,0,1,0,0
2761,80,1,0,83,10184,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,5,1963,1963,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,379,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,580,1,503,1083,0,0,1,0,1,0,1,0,1146,1,0,1,0,3,0,0,1,6,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,345,6,2006,0,1,0,1,0
2762,20,1,0,77,9510,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,6,5,1962,1985,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,161,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,701,1,434,1135,1,0,0,0,1,0,1,0,1207,1,0,1,1,3,0,0,1,6,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,5,2006,0,1,0,1,0
2763,20,1,0,80,10800,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6,6,1961,1992,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,104,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,913,1,400,1313,0,0,1,0,1,0,1,0,1773,0,1,2,0,3,0,0,1,6,0,2,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,355,8,2006,0,1,0,1,0
2764,20,1,0,86,11650,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,5,1959,1959,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,58,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1472,1,0,2,0,2,0,1,0,5,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,6,2006,0,1,0,1,0
2765,60,1,0,7563.25535318441,18275,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,7,8,1962,1998,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,636,1,802,1438,0,0,1,0,1,0,1,548,2448,0,1,3,0,3,0,0,1,9,1,2,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,520,9,2006,0,1,0,1,0
2766,50,1,0,60,12144,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,4,6,1950,1950,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,455,1,455,910,0,1,0,0,1,0,1,611,1521,1,0,1,1,3,0,1,0,6,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,199,9,2006,0,1,0,1,0
2767,90,1,0,60,8544,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,4,1950,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1040,1,0,2,0,2,0,0,1,6,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,12,2006,0,1,0,1,0
2768,90,1,0,75,8512,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,5,1960,1960,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1556,1556,0,0,1,0,1,0,1,0,1556,1,0,2,0,4,0,0,1,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,9,2006,0,1,0,1,0
2769,20,1,0,70,7000,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,4,1961,1961,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,781,1,369,1150,0,0,1,0,1,0,1,0,1150,1,0,1,0,3,0,0,1,6,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,7,2006,0,1,0,1,0
2770,20,1,0,74,7400,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,6,1962,1962,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,809,1,236,1045,0,1,0,0,1,0,1,0,1045,0,1,1,0,3,0,0,1,6,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,3,2006,0,1,0,1,0
